Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
3400325,MoMo Cafe,1,Agra,"Courtyard by Marriott Agra, Phase 2, Fatehabad Road, Tajganj, Agra","Courtyard by Marriott Agra, Tajganj","Courtyard by Marriott Agra, Tajganj, Agra",0.0000000000,0.0000000000,"North Indian, European",2000,Indian Rupees(Rs.),0,0,0,0,4,4.0,5BA829,Very Good,45
3400297,Bhagat Halwai,1,Agra,"Heera Bagh, Khel Gaon, Dayal Bagh, Agra",Dayal Bagh,"Dayal Bagh, Agra",78.0085046589,27.2191143752,"Mithai, Fast Food, Chinese, South Indian, Pizza, Burger, Bakery, Beverages",250,Indian Rupees(Rs.),0,1,1,0,1,4.1,5BA829,Very Good,16459
3400059,Peshawri - ITC Mughal,1,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.0440950000,27.1609340000,"North Indian, Mughlai",2500,Indian Rupees(Rs.),0,0,0,0,4,4.3,5BA829,Very Good,133
3400060,Taj Bano - ITC Mughal,1,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.0440950000,27.1609340000,Mughlai,2500,Indian Rupees(Rs.),0,0,0,0,4,4.0,5BA829,Very Good,41
3400348,G Thal,1,Agra,"3/20, KPS Tower, Near Tulsi Talkies, Bypass Road, Khandari, Agra",Khandari,"Khandari, Agra",0.0000000000,0.0000000000,"Rajasthani, Gujarati, Mughlai",800,Indian Rupees(Rs.),0,0,0,0,3,3.6,9ACD32,Good,59
3400072,Dawat-e-Nawab - Radisson Blu,1,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.0570440000,27.1633030000,"North Indian, Mughlai",3600,Indian Rupees(Rs.),0,0,0,0,4,3.8,9ACD32,Good,46
3400073,The Latitude - Radisson Blu,1,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.0570440000,27.1633030000,"North Indian, Chinese, Continental",0,Indian Rupees(Rs.),0,0,0,0,1,3.9,9ACD32,Good,103
3400019,Dasaprakash Restaurant,1,Agra,"Meher Cinema Complex, Gwalior Road, Rakabganj, Agra",Rakabganj,"Rakabganj, Agra",78.0150527778,27.1651083333,"South Indian, Desserts",550,Indian Rupees(Rs.),0,0,0,0,2,4.1,5BA829,Very Good,121
3401013,Bhagat Halwai,1,Agra,"62/1, Near Easy Day, West Shivaji Nagar, Goalpura, Shahganj",Shahganj,"Shahganj, Agra",77.9797750000,27.1829767000,"Mithai, Fast Food, Chinese, South Indian, Pizza, North Indian, Beverages",300,Indian Rupees(Rs.),0,1,0,0,1,4.2,5BA829,Very Good,36792
3400368,Domino's Pizza,1,Agra,"Plot C-1/6, Ground Floor, Sector 13. Pandit Deendayal Upadeyepuram, Karkunj Road, Sikandra, Agra",Sikandra,"Sikandra, Agra",77.9534231499,27.2040562403,"Pizza, Fast Food",400,Indian Rupees(Rs.),0,0,0,0,2,4.2,5BA829,Very Good,5883
3400033,The Charcoal Chimney,1,Agra,"Hotel Samovar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0429900000,27.1597950000,"North Indian, Chinese, Continental, Mughlai",1100,Indian Rupees(Rs.),0,0,0,0,3,3.4,CDD614,Average,70
3400018,Pinch Of Spice,1,Agra,"1076/2, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0427517742,27.1603328326,"North Indian, Chinese, Continental",1600,Indian Rupees(Rs.),0,1,0,0,4,4.6,3F7E00,Excellent,1880
3400346,Sheroes Hangout,1,Agra,"Opposite The Gateway Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0401650000,27.1618500000,"Cafe, North Indian, Chinese",0,Indian Rupees(Rs.),0,0,0,0,1,4.9,3F7E00,Excellent,77
3401744,The Salt Cafe Kitchen & Bar,1,Agra,"1C,3rd Floor, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0500815809,27.1576444656,"North Indian, Continental, Chinese, Italian",1000,Indian Rupees(Rs.),0,1,0,0,3,4.6,3F7E00,Excellent,2195
3400350,Bon Barbecue,1,Agra,"Parador Hotel, 3A-3B, Phase 1, Fatehabad Road, Taj Nagri, Tajganj, Agra",Tajganj,"Tajganj, Agra",0.0000000000,0.0000000000,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),0,0,0,0,4,3.8,9ACD32,Good,57
3400391,Chapter 1 Cafe,1,Agra,"1374 K/1375 K, 2nd floor, Dinesh Nagar, Fatehbad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",0.0000000000,0.0000000000,"Cafe, Italian, Mexican, North Indian, Continental",0,Indian Rupees(Rs.),0,0,0,0,1,3.9,9ACD32,Good,98
3400016,Pind Balluchi,1,Agra,"Opposite Saga Emporium, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0472500000,27.1577722222,"North Indian, Mughlai",900,Indian Rupees(Rs.),0,0,0,0,3,3.7,9ACD32,Good,175
3400425,Bikanervala,1,Agra,"Opposite ITC Mughal, Fatehbad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0452650040,27.1587613449,"Street Food, North Indian, Chinese, Mithai, South Indian",700,Indian Rupees(Rs.),0,1,1,0,2,4.0,5BA829,Very Good,11931
3400105,Pizza Hut,1,Agra,"8, Handicraft Nagar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0338599160,27.1614613189,"Pizza, Fast Food, Beverages",600,Indian Rupees(Rs.),0,1,0,0,2,4.1,5BA829,Very Good,3826
3400326,Tea'se Me - Rooftop Tea Boutique,1,Agra,"Near Purani Mandi Crossing,Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",0.0000000000,0.0000000000,"Chinese, Italian, Continental, North Indian",1000,Indian Rupees(Rs.),0,0,0,0,3,4.2,5BA829,Very Good,166
3400326,Tease Me - Rooftop Cafe,1,Agra,"18/159D, Hotel M House, Fatehabad Road, Near Purani Mandi, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0367314160,27.1666118751,"Chinese, Italian, Continental, North Indian",1200,Indian Rupees(Rs.),0,1,0,0,3,4.1,5BA829,Very Good,1691
3400392,Thaaliwala,1,Agra,"Next To ITC Mughal Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.0453590000,27.1588220000,"North Indian, Fast Food",700,Indian Rupees(Rs.),0,0,0,0,2,4.1,5BA829,Very Good,168
111895,650 - The Global Kitchen,1,Ahmedabad,"Near Golden Tulip Bunglows & Tulip Citadel, Shreekunj Mandapam, Rajivnagar, Ayojan Nagar, Ambavadi, Ahmedabad",Ambavadi,"Ambavadi, Ahmedabad",72.5374920000,23.0106420000,"North Indian, Italian, Continental",1200,Indian Rupees(Rs.),0,1,0,0,3,4.5,3F7E00,Excellent,2801
111895,650 - The Global Kitchen,1,Ahmedabad,"Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Ambavadi,"Ambavadi, Ahmedabad",72.5375740975,23.0104511098,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,Indian Rupees(Rs.),0,0,0,0,3,4.2,5BA829,Very Good,1582
110502,Patang - The Revolving Restaurant,1,Ahmedabad,"Chinubhai Tower, Nehru Bridge Corner, Ashram Road, Ahmedabad",Ashram Road,"Ashram Road, Ahmedabad",72.5720090000,23.0261651000,"Continental, Chinese, North Indian",1800,Indian Rupees(Rs.),0,0,0,0,4,3.7,9ACD32,Good,1315
18396250,Huber & Holly,1,Ahmedabad,"7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5123947000,23.0383109000,"Ice Cream, Desserts, Continental",300,Indian Rupees(Rs.),0,1,0,0,1,4.5,3F7E00,Excellent,217
113702,@Mango,1,Ahmedabad,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5019054115,23.0402251959,"North Indian, Italian, Mexican, Beverages",1300,Indian Rupees(Rs.),0,1,0,0,3,4.3,5BA829,Very Good,2166
18672107,Eleven 11 Restro Cafe,1,Ahmedabad,"106/107, Silver Radiance, Sindhu Bhavan Road, Near Pakvan Cross Roads, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5108183920,23.0387923691,"Continental, Italian, North Indian",1000,Indian Rupees(Rs.),0,1,0,0,3,4.0,5BA829,Very Good,1762
113433,Fozzie's Pizzaiolo,1,Ahmedabad,"Ground Floor, Maruti Crystal, Service Road, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5099094585,23.0331257047,"Italian, Mexican, Fast Food",1000,Indian Rupees(Rs.),0,1,0,0,3,4.2,5BA829,Very Good,7458
18396250,Huber & Holly,1,Ahmedabad,"Ground Floor, 7/C, Circle B, S.G. Highway, Boadakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5124247000,23.0382265156,"Desserts, Ice Cream, Pizza, Pasta, Sandwich, Beverages",600,Indian Rupees(Rs.),0,1,0,0,2,4.4,5BA829,Very Good,9230
18627705,I Love Sandwich House,1,Ahmedabad,"Ground Floor, Shaival Complex, S G Highway, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5094990805,23.0325209502,"Cafe, Sandwich, Beverages",900,Indian Rupees(Rs.),1,1,0,0,3,4.0,5BA829,Very Good,2842
18438909,La Pino'z Pizza,1,Ahmedabad,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5125487521,23.0382326863,"Pizza, Fast Food",700,Indian Rupees(Rs.),0,1,0,0,2,4.2,5BA829,Very Good,10026
18143128,Mocha,1,Ahmedabad,"6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5113070000,23.0318508000,"Cafe, Continental, Desserts",1000,Indian Rupees(Rs.),0,1,0,0,3,4.4,5BA829,Very Good,944
18663856,The Red Bistro,1,Ahmedabad,"Armeida, Sindhu Bhavan Road, Off SG Road, Near Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5092127547,23.0399469004,"Mexican, Italian, North Indian, Beverages",1400,Indian Rupees(Rs.),0,1,0,0,3,4.3,5BA829,Very Good,1037
18438944,Blue -  Rooftop Cafe Restaurant Bistro,1,Ahmedabad,"10th Floor, Balaji Heights Buliding, Behind Tanishq Showroom, C G Road, Ahmedabad",C G Road,"C G Road, Ahmedabad",72.5570374000,23.0290619000,"North Indian, Cafe, Italian, Mexican, Continental",1000,Indian Rupees(Rs.),0,1,0,0,3,3.8,9ACD32,Good,63
110436,MoMo Caf - Courtyard By Marriott,1,Ahmedabad,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad","Courtyard By Marriott, Satellite","Courtyard By Marriott, Satellite, Ahmedabad",72.5115815000,23.0279290000,"North Indian, South Indian, Asian, Continental",1400,Indian Rupees(Rs.),0,0,0,0,3,3.6,9ACD32,Good,375
18385201,Cryo Lab,1,Ahmedabad,"Ground Floor, Arjun Avenue, Opposite Samartheshwar Mahadev, Law Garden, Ahmedabad",Ellis Bridge,"Ellis Bridge, Ahmedabad",72.5599842891,23.0287479615,"Desserts, Ice Cream",350,Indian Rupees(Rs.),0,0,0,0,2,4.6,3F7E00,Excellent,166
110395,Swati Snacks,1,Ahmedabad,"Near Law Garden, Ellis Bridge, Ahmedabad",Ellis Bridge,"Ellis Bridge, Ahmedabad",72.5590331107,23.0244336411,"Fast Food, Street Food, South Indian",450,Indian Rupees(Rs.),0,0,0,0,2,4.4,5BA829,Very Good,697
18335583,Brick Kitchen - Five Petals,1,Ahmedabad,"At Five Petals Hotel & Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ghatlodia,"Ghatlodia, Ahmedabad",72.5390241668,23.0707364054,"North Indian, Chinese, Continental",1200,Indian Rupees(Rs.),0,1,0,0,3,4.2,5BA829,Very Good,3342
18335583,Brick Kitchen,1,Ahmedabad,"At Five Petals Hotel & Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ghatlodia,"Ghatlodia, Ahmedabad",72.5316389000,23.0643038000,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),0,0,0,0,3,4.3,5BA829,Very Good,325
110237,Kabir Restaurant,1,Ahmedabad,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Gurukul,"Gurukul, Ahmedabad",72.5239649042,23.0485046862,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,Indian Rupees(Rs.),0,1,0,0,2,3.8,9ACD32,Good,432
110237,Kabir Restaurant,1,Ahmedabad,"JB Tower, Near Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Gurukul,"Gurukul, Ahmedabad",72.5239813328,23.0485093139,"North Indian, Fast Food, Chinese",700,Indian Rupees(Rs.),0,1,0,0,2,4.1,5BA829,Very Good,74379
113537,Puffizza,1,Ahmedabad,"103, Kairos, Opposite Mahatma Gandhi Labour Institute, Drive In Road, Gurukul, Ahmedabad",Gurukul,"Gurukul, Ahmedabad",72.5377497822,23.0461926752,"Italian, Fast Food",700,Indian Rupees(Rs.),0,1,0,0,2,4.3,5BA829,Very Good,744
110454,Agashiye - The House Of MG,1,Ahmedabad,"The House Of MG, Sidi Saiyed Mosque, Lal Darwaja, Ahmedabad",Lal Darwaja,"Lal Darwaja, Ahmedabad",72.5816193223,23.0272033137,Gujarati,1900,Indian Rupees(Rs.),0,1,0,0,4,4.5,3F7E00,Excellent,2798
113234,Shree Annpurna,1,Ahmedabad,"A2, Once More Apartment, Krishnabaug Cross Road, Mani Nagar, Ahmedabad",Mani Nagar,"Mani Nagar, Ahmedabad",72.6039520651,22.9979516379,"North Indian, South Indian, Chinese, Street Food",500,Indian Rupees(Rs.),0,1,0,0,2,4.2,5BA829,Very Good,54965
110026,Barbeque Nation,1,Ahmedabad,"1st Floor, Satya One, Drive-In Road, Opposite Manav Mandir, Memnagar, Ahmedabad",Memnagar,"Memnagar, Ahmedabad",72.5401704758,23.0457521114,"Mughlai, North Indian, BBQ",1600,Indian Rupees(Rs.),1,1,0,0,4,4.2,5BA829,Very Good,2538
18575415,Lollo Rosso,1,Ahmedabad,"Shop 2, Ground Floor, Aeon Complex, Opposite Navkar Institute, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5497791544,23.0432938128,"Sushi, Mexican, Japanese, Continental, Chinese",1000,Indian Rupees(Rs.),0,1,0,0,3,4.6,3F7E00,Excellent,3396
113703,Cafe Alfresco,1,Ahmedabad,"101, Dynamic House, Vijay Cross Road, Above HDFC Bank, Opposite Child Care Hospital, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5498285000,23.0437235000,"Cafe, Beverages, Desserts, Pizza",700,Indian Rupees(Rs.),0,1,0,0,2,4.0,5BA829,Very Good,404
18588579,Ristretto - Behind The Rods,1,Ahmedabad,"A-1, Ground Floor, Maharaja Palace, University Road, Near Vijay Cross Roads, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5488474220,23.0408845256,"Cafe, Italian, Desserts, Beverages",1000,Indian Rupees(Rs.),0,1,0,0,3,4.2,5BA829,Very Good,1574
18385186,The Cafe Baraco,1,Ahmedabad,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5504755000,23.0443367000,"Cafe, Italian",600,Indian Rupees(Rs.),0,1,0,0,2,4.4,5BA829,Very Good,317
18454925,Unlocked,1,Ahmedabad,"Dwarkesh Complex, C G Road, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5576343387,23.0329214461,"Cafe, Italian, Beverages",1000,Indian Rupees(Rs.),1,1,0,0,3,4.2,5BA829,Very Good,2062
113325,Nini's Kitchen,1,Ahmedabad,"9C, Venus Atlantis, Near Shell Petrol Pump, Prahlad Nagar, Ahmedabad",Prahlad Nagar,"Prahlad Nagar, Ahmedabad",72.5112770498,23.0118354796,"North Indian, South Indian, Fast Food, Italian, Beverages",1000,Indian Rupees(Rs.),0,1,0,0,3,4.5,3F7E00,Excellent,10865
111826,Yanki Sizzlers,1,Ahmedabad,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Thaltej,"Thaltej, Ahmedabad",72.5181257000,23.0534466000,"Continental, Italian, Chinese",1200,Indian Rupees(Rs.),0,0,0,0,3,4.1,5BA829,Very Good,1041
110516,The Garden Cafe - The Fern,1,Ahmedabad,"The Fern, Near Sola Overbridge, S G Highway, Sola, Ahmedabad","The Fern, Sola","The Fern, Sola, Ahmedabad",72.5222172000,23.0640914000,"North Indian, Italian, Asian, South Indian",1200,Indian Rupees(Rs.),0,0,0,0,3,4.1,5BA829,Very Good,192
18371341,Mazzo,1,Ahmedabad,"27, Sunshine Villa, Sunrise Park Society, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.5281083000,23.0418026000,"Cafe, American, Continental, Armenian, Fast Food",550,Indian Rupees(Rs.),0,1,0,0,2,3.9,9ACD32,Good,166
110225,Jassi De Parathe,1,Ahmedabad,"28, Sardar Centre, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.5279821828,23.0371401566,"North Indian, Street Food",750,Indian Rupees(Rs.),0,1,0,0,3,4.3,5BA829,Very Good,18918
18882467,Makeba - The Lounge Cafe,1,Ahmedabad,"8th Floor, 3rd Eye Vision, Maruti Nexa Showroom Building, Panjrapol Circle, IIM Road, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.5435906276,23.0282690794,"Cafe, Italian, North Indian, Beverages",1000,Indian Rupees(Rs.),0,1,0,0,3,4.2,5BA829,Very Good,1168
18563708,Nini's Kitchen,1,Ahmedabad,"104/105, First Floor, 3rd Eye Vision, Dr. Vikram Sarabhai Marg (IIM Road), Near Nexa Showroom, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.5436851755,23.0282428519,"North Indian, Italian, Fast Food, Beverages, Lebanese, Rolls, Sandwich, Desserts",1200,Indian Rupees(Rs.),0,1,0,0,3,4.4,5BA829,Very Good,3209
113570,Turquoise Villa,1,Ahmedabad,"Ground Floor, Shanay - 1, Near AMA, IIM Road, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.5434513000,23.0285142000,Continental,1200,Indian Rupees(Rs.),0,0,0,0,3,4.0,5BA829,Very Good,535
2400020,Aryan Family's Delight,1,Allahabad,"Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.8345020000,25.4546480000,"North Indian, South Indian, Fast Food",500,Indian Rupees(Rs.),0,0,0,0,3,3.4,CDD614,Average,57
2400148,Bean Here,1,Allahabad,"Vinayak Pushp, 77 Elgin Road, Near Florista, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.8331666667,25.4534361111,"Cafe, Fast Food",350,Indian Rupees(Rs.),0,0,0,0,2,3.3,CDD614,Average,76
2400019,Bikanerwala,1,Allahabad,"2A, JMD Bhawan, Strachey Road, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.8326160000,25.4515170000,"North Indian, Street Food, Fast Food",500,Indian Rupees(Rs.),0,0,0,0,3,3.2,CDD614,Average,51
2400193,Dewsis,1,Allahabad,"2, MG Marg, Opposite Hanuman Mandir, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0000000000,0.0000000000,"North Indian, Chinese",600,Indian Rupees(Rs.),0,0,0,0,3,3.4,CDD614,Average,99
2400027,Friends Forever,1,Allahabad,"13/13, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.8355850000,25.4576870000,"North Indian, Chinese",600,Indian Rupees(Rs.),0,0,0,0,3,3.4,CDD614,Average,83
17960073,Hotel Ravisha Continental,1,Allahabad,"57 A, Purshottamdas Tandon Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0000000000,0.0000000000,"North Indian, South Indian, Chinese",600,Indian Rupees(Rs.),0,0,0,0,3,3.4,CDD614,Average,18
2400119,KFC,1,Allahabad,"P Square Mall, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.8397440000,25.4496590000,"American, Fast Food",500,Indian Rupees(Rs.),0,0,0,0,3,3.4,CDD614,Average,58
2400014,McDonald's,1,Allahabad,"Shop 4, 34-B, M G Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.8342790000,25.4503290000,Fast Food,400,Indian Rupees(Rs.),0,0,0,0,2,3.3,CDD614,Average,53
2400403,Pind Balluchi,1,Allahabad,"5-A, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0000000000,0.0000000000,"North Indian, Mughlai",800,Indian Rupees(Rs.),0,0,0,0,3,3.2,CDD614,Average,6
2400349,Pizza Hut,1,Allahabad,"31/31, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0000000000,0.0000000000,"Italian, Pizza",700,Indian Rupees(Rs.),0,0,0,0,3,3.4,CDD614,Average,35
2400279,Subway,1,Allahabad,"207/53, Mahatma Gandhi Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",0.0000000000,0.0000000000,"Fast Food, American, Salad, Healthy Food",400,Indian Rupees(Rs.),0,0,0,0,2,3.4,CDD614,Average,32
2400017,Tandoor Restaurant,1,Allahabad,"17/33, Mahatama Gandhi Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.8601870000,25.4439940000,"North Indian, Chinese",500,Indian Rupees(Rs.),0,0,0,0,3,3.2,CDD614,Average,151
